id,full_name,gender,part_time_job,weekly_self_study_hours,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score,average_score
1646,Beverly Chavez,female,True,2.0,99.0,65.0,100.0,93.0,91.0,60.0,83.0,74.67
1647,Richard Cortez,male,False,1.0,55.0,81.0,72.0,100.0,87.0,85.0,94.0,73.67
1648,Kevin Morgan,male,False,11.0,86.0,87.0,64.0,74.0,60.0,89.0,84.0,87.33
1649,Emily Hebert,female,True,18.0,89.0,65.0,60.0,70.0,86.0,62.0,74.0,72.0
1650,Lori Roberts,female,False,35.0,94.0,97.0,90.0,93.0,85.0,95.0,92.0,95.33
1651,Robert Kirby,male,False,1.0,85.0,61.0,100.0,75.0,70.0,89.0,80.0,78.33
1652,Eric Ross,male,True,12.0,78.0,70.0,90.0,68.0,90.0,87.0,77.0,78.33
1653,Rachael Perry,female,False,21.0,75.0,67.0,64.0,80.0,79.0,77.0,80.0,73.0
1654,Kenneth Gallagher,male,False,18.0,82.0,61.0,89.0,88.0,74.0,78.0,72.0,73.67
1655,Thomas Scott,male,True,5.0,41.0,53.0,64.0,62.0,79.0,50.0,65.0,48.0
1656,Elizabeth Jones,female,False,2.0,44.0,79.0,83.0,50.0,52.0,79.0,96.0,67.33
1657,Matthew Bartlett,male,False,27.0,81.0,94.0,61.0,86.0,72.0,97.0,82.0,90.67
1658,Kendra Perez,female,True,18.0,77.0,90.0,74.0,65.0,100.0,76.0,80.0,81.0
1659,Daniel Brewer,male,False,28.0,97.0,97.0,70.0,94.0,66.0,83.0,66.0,92.33
1660,Cody Tyler,male,False,1.0,66.0,83.0,79.0,65.0,57.0,61.0,86.0,70.0
1661,Nicholas Conrad,male,False,42.0,91.0,96.0,96.0,90.0,97.0,85.0,98.0,90.67
1662,Emma Morris,female,False,21.0,76.0,84.0,95.0,66.0,84.0,74.0,64.0,78.0
1663,David Brown,male,False,31.0,97.0,93.0,60.0,90.0,85.0,72.0,83.0,87.33
1664,Charlotte Zuniga,female,False,34.0,83.0,94.0,93.0,62.0,92.0,98.0,94.0,91.67
1665,Luis Knight,male,False,5.0,98.0,83.0,93.0,73.0,100.0,82.0,81.0,87.67
1666,Matthew Moore,male,False,46.0,91.0,88.0,88.0,91.0,85.0,95.0,88.0,91.33
1667,Jennifer Chan,female,False,9.0,82.0,84.0,93.0,89.0,88.0,76.0,98.0,80.67
1668,Christopher Evans,male,False,26.0,77.0,86.0,62.0,85.0,72.0,98.0,90.0,87.0
1669,Tara Haynes,female,False,31.0,95.0,98.0,76.0,61.0,87.0,72.0,100.0,88.33
1670,Jason Flores,male,False,27.0,80.0,76.0,71.0,62.0,92.0,99.0,77.0,85.0
1671,David Flores,male,True,28.0,89.0,79.0,97.0,61.0,64.0,79.0,72.0,82.33
1672,Patricia Rivera,female,False,5.0,69.0,87.0,91.0,82.0,86.0,77.0,80.0,77.67
1673,Alexis Freeman,female,False,4.0,76.0,72.0,58.0,66.0,66.0,62.0,60.0,70.0
1674,Scott Baxter,male,False,33.0,85.0,97.0,95.0,97.0,98.0,84.0,94.0,88.67
1675,Kyle Rubio,male,False,16.0,79.0,100.0,72.0,89.0,68.0,99.0,76.0,92.67
1676,Nancy Montes,female,False,15.0,85.0,76.0,63.0,62.0,74.0,82.0,96.0,81.0
1677,Andre Graham,male,False,10.0,78.0,69.0,87.0,93.0,83.0,94.0,75.0,80.33
1678,Christine Rivera,female,False,18.0,62.0,91.0,86.0,88.0,80.0,62.0,75.0,71.67
1679,William Holt,male,False,12.0,93.0,86.0,61.0,71.0,98.0,79.0,87.0,86.0
1680,Tammy Morris,female,False,25.0,94.0,76.0,100.0,60.0,80.0,94.0,61.0,88.0
1681,Kimberly Bates,female,False,23.0,95.0,83.0,94.0,83.0,75.0,99.0,75.0,92.33
1682,Sheena Murphy,female,False,8.0,81.0,67.0,93.0,65.0,87.0,84.0,79.0,77.33
1683,Robert Mccall,male,False,32.0,87.0,100.0,60.0,99.0,45.0,73.0,86.0,86.67
1684,Julie Floyd,female,True,0.0,55.0,86.0,54.0,78.0,55.0,60.0,88.0,67.0
1685,Barry Taylor,male,False,0.0,77.0,71.0,68.0,53.0,70.0,72.0,69.0,73.33
1686,Dennis Gonzalez,male,False,6.0,82.0,79.0,60.0,80.0,65.0,64.0,71.0,75.0
1687,Angel Williams,male,False,5.0,81.0,97.0,88.0,81.0,63.0,88.0,67.0,88.67
1688,Ronald Palmer,male,False,16.0,99.0,70.0,86.0,61.0,70.0,90.0,66.0,86.33
1689,Dustin Stanley,male,False,4.0,87.0,77.0,64.0,84.0,84.0,94.0,80.0,86.0
1690,Jennifer Lewis,female,True,2.0,94.0,62.0,100.0,87.0,91.0,89.0,93.0,81.67
1691,Mark Gardner,male,False,35.0,98.0,92.0,91.0,89.0,95.0,92.0,90.0,94.0
1692,Laura Barber,female,False,34.0,97.0,89.0,76.0,61.0,91.0,91.0,70.0,92.33
1693,Nicole Weeks,female,False,7.0,83.0,81.0,70.0,90.0,73.0,89.0,87.0,84.33
1694,Ricky Walker,male,False,14.0,92.0,92.0,92.0,66.0,90.0,68.0,66.0,84.0
1695,Whitney Walls,female,False,24.0,100.0,74.0,80.0,84.0,85.0,82.0,74.0,85.33
1696,Catherine May,female,False,25.0,86.0,69.0,79.0,85.0,63.0,82.0,77.0,79.0
1697,Joel Williams,male,False,3.0,48.0,80.0,73.0,67.0,84.0,99.0,83.0,75.67
1698,Daisy Ellis,female,True,0.0,69.0,56.0,71.0,84.0,52.0,71.0,88.0,65.33
1699,Deborah Miller,female,False,33.0,73.0,84.0,97.0,64.0,87.0,82.0,70.0,79.67
1700,David Hoffman,male,False,12.0,82.0,81.0,78.0,95.0,60.0,88.0,72.0,83.67
1701,Rebecca Pearson,female,False,1.0,90.0,96.0,89.0,88.0,94.0,73.0,77.0,86.33
1702,Mitchell Walker,male,False,19.0,85.0,66.0,61.0,85.0,75.0,94.0,76.0,81.67
1703,James Sherman,male,False,2.0,82.0,73.0,64.0,95.0,87.0,73.0,99.0,76.0
1704,Justin Johnson,male,False,3.0,80.0,61.0,96.0,89.0,96.0,61.0,80.0,67.33
1705,Brenda Morales,female,False,1.0,41.0,53.0,98.0,67.0,61.0,83.0,97.0,59.0
1706,Jesse Melton,male,False,48.0,99.0,93.0,88.0,92.0,99.0,94.0,95.0,95.33
1707,Jon Mendoza,male,False,32.0,95.0,95.0,92.0,61.0,63.0,81.0,100.0,90.33
1708,Samantha Anderson,female,False,1.0,76.0,69.0,100.0,88.0,65.0,96.0,70.0,80.33
1709,Lindsay Love,female,False,22.0,91.0,92.0,81.0,98.0,88.0,76.0,99.0,86.33
1710,John Benson,male,False,16.0,98.0,75.0,69.0,65.0,67.0,79.0,72.0,84.0
1711,Isaiah Cruz,male,True,15.0,90.0,71.0,93.0,73.0,80.0,78.0,69.0,79.67
1712,Brian Baker,male,False,26.0,85.0,68.0,73.0,94.0,88.0,86.0,77.0,79.67
1713,Joshua Dillon,male,False,46.0,100.0,97.0,94.0,87.0,89.0,91.0,100.0,96.0
1714,Christopher Stephens,male,True,31.0,77.0,81.0,80.0,95.0,80.0,74.0,80.0,77.33
1715,Kimberly Shaw,female,False,4.0,92.0,98.0,60.0,74.0,63.0,89.0,80.0,93.0
1716,Colleen Vargas,female,False,5.0,53.0,87.0,60.0,94.0,93.0,65.0,88.0,68.33
1717,Mark Mathews,male,False,21.0,79.0,74.0,78.0,97.0,87.0,85.0,79.0,79.33
1718,Teresa Lopez,female,False,26.0,85.0,89.0,72.0,80.0,99.0,94.0,90.0,89.33
1719,Laura Allen,female,False,3.0,99.0,85.0,60.0,81.0,75.0,78.0,78.0,87.33
1720,Lisa Sosa,female,False,11.0,99.0,91.0,73.0,77.0,81.0,75.0,90.0,88.33
1721,Drew Nelson,male,False,5.0,65.0,68.0,74.0,50.0,98.0,60.0,83.0,64.33
1722,Kimberly Brooks,female,False,19.0,94.0,83.0,72.0,63.0,65.0,63.0,74.0,80.0
1723,Carla Lopez,female,True,3.0,73.0,52.0,89.0,85.0,74.0,66.0,79.0,63.67
1724,Keith Smith,male,True,15.0,85.0,76.0,61.0,93.0,98.0,87.0,67.0,82.67
1725,Eric Erickson,male,False,32.0,87.0,82.0,74.0,77.0,100.0,93.0,65.0,87.33
1726,Juan Baker,male,True,4.0,77.0,58.0,90.0,72.0,75.0,88.0,90.0,74.33
1727,Kyle Harrison,male,False,31.0,85.0,60.0,92.0,92.0,85.0,62.0,84.0,69.0
1728,Duane Meyers,male,False,19.0,91.0,69.0,90.0,76.0,79.0,80.0,82.0,80.0
1729,Marissa May,female,False,16.0,86.0,96.0,83.0,78.0,71.0,78.0,75.0,86.67
1730,Shane Lopez,male,False,29.0,78.0,80.0,72.0,65.0,90.0,99.0,95.0,85.67
1731,Eric Obrien,male,False,26.0,71.0,92.0,92.0,96.0,81.0,81.0,85.0,81.33
1732,Kevin Joyce,male,True,27.0,72.0,85.0,92.0,83.0,84.0,96.0,81.0,84.33
1733,Thomas Ward,male,False,35.0,88.0,92.0,88.0,100.0,89.0,94.0,87.0,91.33
1734,Toni Smith,female,False,26.0,68.0,100.0,94.0,69.0,93.0,64.0,93.0,77.33
1735,Caitlin Moody,female,True,28.0,81.0,75.0,94.0,93.0,87.0,77.0,67.0,77.67
1736,Justin Ryan,male,True,32.0,92.0,69.0,92.0,91.0,82.0,89.0,69.0,83.33
1737,Joseph Griffin,male,False,33.0,84.0,64.0,82.0,81.0,85.0,84.0,89.0,77.33
1738,Dawn Fox,female,False,18.0,89.0,60.0,82.0,90.0,96.0,67.0,68.0,72.0
1739,David Ochoa,male,False,18.0,94.0,66.0,84.0,92.0,71.0,81.0,99.0,80.33
1740,Bonnie Brown,female,False,9.0,64.0,89.0,91.0,99.0,60.0,98.0,93.0,83.67
1741,Michael Evans,male,True,25.0,81.0,88.0,85.0,90.0,93.0,62.0,96.0,77.0
1742,Molly Meadows,female,False,18.0,80.0,93.0,89.0,79.0,89.0,93.0,100.0,88.67
1743,Dana Peters,female,False,3.0,75.0,65.0,66.0,79.0,91.0,82.0,72.0,74.0
1744,Patricia Phelps,female,False,34.0,87.0,90.0,98.0,90.0,83.0,94.0,84.0,90.33
1745,Maria Jones,female,False,4.0,58.0,50.0,73.0,54.0,94.0,51.0,74.0,53.0
1746,Anthony Johns,male,False,14.0,60.0,90.0,87.0,91.0,78.0,77.0,82.0,75.67
1747,David Schmidt,male,True,8.0,91.0,70.0,88.0,68.0,88.0,63.0,68.0,74.67
1748,Amanda Cox,female,False,35.0,95.0,97.0,89.0,97.0,99.0,85.0,92.0,92.33
1749,William Patterson,male,False,2.0,70.0,100.0,92.0,73.0,67.0,68.0,76.0,79.33
1750,Sydney Wood,female,False,27.0,76.0,100.0,94.0,81.0,60.0,85.0,73.0,87.0
1751,Donald Fischer,male,False,20.0,79.0,65.0,78.0,65.0,57.0,99.0,92.0,81.0
1752,Anthony Palmer,male,False,21.0,92.0,96.0,92.0,63.0,73.0,60.0,81.0,82.67
1753,Christina Garcia,female,False,6.0,89.0,73.0,71.0,97.0,78.0,99.0,60.0,87.0
1754,Misty Anderson,female,False,18.0,85.0,95.0,77.0,71.0,75.0,95.0,94.0,91.67
1755,Shannon Weber,female,False,7.0,92.0,66.0,88.0,91.0,61.0,84.0,69.0,80.67
1756,Jennifer Palmer,female,False,24.0,87.0,63.0,79.0,81.0,95.0,75.0,64.0,75.0
1757,Michael Arnold,male,False,21.0,77.0,77.0,97.0,66.0,87.0,73.0,75.0,75.67
1758,James Hernandez,male,False,2.0,73.0,56.0,59.0,62.0,58.0,83.0,80.0,70.67
1759,Erin Cannon,female,True,34.0,91.0,85.0,81.0,93.0,100.0,87.0,77.0,87.67
1760,Nicole Lee,female,False,0.0,76.0,96.0,89.0,83.0,78.0,54.0,61.0,75.33
1761,Jacob Ross,male,False,17.0,86.0,70.0,94.0,96.0,74.0,67.0,60.0,74.33
1762,Morgan Cisneros,female,False,10.0,81.0,77.0,88.0,92.0,65.0,92.0,87.0,83.33
1763,Amber Stuart,female,False,35.0,98.0,88.0,88.0,89.0,90.0,90.0,90.0,92.0
1764,Tyler Griffin,male,False,27.0,88.0,67.0,96.0,70.0,66.0,76.0,71.0,77.0
1765,Daniel Gonzalez,male,False,30.0,85.0,83.0,94.0,100.0,89.0,68.0,89.0,78.67
1766,Joseph Jones,male,False,35.0,90.0,89.0,96.0,94.0,100.0,88.0,85.0,89.0
1767,Jessica Hampton,female,True,5.0,97.0,83.0,93.0,67.0,85.0,63.0,66.0,81.0
1768,Deborah Butler,female,False,10.0,78.0,84.0,71.0,93.0,78.0,78.0,87.0,80.0
1769,Julie Black,female,True,1.0,53.0,98.0,90.0,81.0,61.0,65.0,93.0,72.0
1770,Bryan Dorsey,male,True,0.0,77.0,53.0,92.0,98.0,56.0,53.0,93.0,61.0
1771,Chad Gomez,male,True,30.0,97.0,88.0,94.0,75.0,66.0,91.0,64.0,92.0
1772,Andrew Clark,male,False,3.0,88.0,100.0,58.0,59.0,96.0,64.0,87.0,84.0
1773,Brian Wright,male,False,18.0,98.0,67.0,80.0,68.0,80.0,88.0,85.0,84.33
1774,Jessica Smith,female,True,0.0,92.0,78.0,78.0,85.0,94.0,94.0,73.0,88.0
1775,Thomas Brooks,male,True,15.0,92.0,92.0,74.0,96.0,95.0,77.0,76.0,87.0
1776,Kimberly Knox,female,True,43.0,86.0,99.0,87.0,88.0,99.0,89.0,86.0,91.33
1777,Jamie Mccarthy,male,False,16.0,91.0,69.0,97.0,76.0,97.0,81.0,86.0,80.33
1778,Kristen Werner,female,False,23.0,92.0,75.0,100.0,78.0,32.0,84.0,69.0,83.67
1779,Jonathan Weiss,male,False,2.0,82.0,75.0,93.0,67.0,69.0,65.0,74.0,74.0
1780,Renee Smith,female,False,34.0,99.0,81.0,92.0,86.0,65.0,99.0,79.0,93.0
1781,Tony Hopkins,male,True,34.0,95.0,90.0,65.0,84.0,86.0,88.0,94.0,91.0
1782,Thomas Buckley,male,False,18.0,100.0,93.0,99.0,65.0,72.0,79.0,88.0,90.67
1783,Debra Evans,female,False,21.0,79.0,86.0,84.0,84.0,63.0,82.0,94.0,82.33
1784,Richard Bell,male,True,3.0,80.0,95.0,96.0,96.0,94.0,84.0,93.0,86.33
1785,Katelyn Watkins,female,False,31.0,93.0,81.0,88.0,90.0,89.0,95.0,81.0,89.67
1786,Michele Stout,female,False,17.0,95.0,75.0,79.0,79.0,93.0,85.0,71.0,85.0
1787,Lisa Estes,female,False,10.0,81.0,92.0,76.0,81.0,73.0,92.0,63.0,88.33
1788,Casey Hall,female,False,5.0,75.0,88.0,63.0,64.0,84.0,74.0,72.0,79.0
1789,Joshua Cole,male,False,8.0,80.0,69.0,70.0,60.0,71.0,60.0,89.0,69.67
1790,Andrew Jackson,male,False,3.0,52.0,81.0,62.0,77.0,74.0,91.0,92.0,74.67
1791,Karen Rodriguez,female,False,30.0,95.0,94.0,82.0,87.0,93.0,93.0,90.0,94.0
1792,Sara Johnson,female,False,20.0,99.0,70.0,97.0,93.0,87.0,90.0,88.0,86.33
1793,Alyssa Costa,female,True,25.0,85.0,87.0,68.0,74.0,74.0,85.0,68.0,85.67
1794,Daniel Poole,male,False,23.0,96.0,89.0,86.0,84.0,64.0,60.0,66.0,81.67
1795,Ricardo Juarez,male,False,3.0,91.0,63.0,86.0,81.0,90.0,98.0,63.0,84.0
1796,Tony Castillo,male,True,24.0,89.0,82.0,76.0,92.0,97.0,66.0,60.0,79.0
1797,Brian Kelly,male,False,37.0,98.0,87.0,96.0,89.0,100.0,85.0,91.0,90.0
1798,Tyler Moore,male,False,28.0,100.0,82.0,72.0,97.0,74.0,75.0,81.0,85.67
1799,Sharon Martinez,female,False,5.0,75.0,71.0,68.0,91.0,79.0,62.0,94.0,69.33
1800,Mary Malone,female,False,6.0,74.0,63.0,74.0,63.0,78.0,90.0,83.0,75.67
1801,Rebecca Huang,female,False,40.0,85.0,99.0,87.0,85.0,91.0,88.0,90.0,90.67
1802,Alan Santos,male,False,35.0,86.0,87.0,97.0,92.0,85.0,99.0,86.0,90.67
1803,Martin Duran,male,False,34.0,91.0,71.0,99.0,96.0,85.0,79.0,74.0,80.33
1804,Christopher Gutierrez,male,False,24.0,90.0,76.0,100.0,73.0,90.0,64.0,86.0,76.67
1805,Brandy Maldonado,female,False,35.0,91.0,91.0,92.0,95.0,98.0,91.0,85.0,91.0
1806,Brenda Sanders,female,True,0.0,80.0,83.0,93.0,81.0,95.0,87.0,61.0,83.33
1807,Drew Mccann,male,False,35.0,95.0,89.0,92.0,87.0,95.0,86.0,93.0,90.0
1808,Joshua Ayala,male,False,18.0,94.0,97.0,69.0,81.0,100.0,68.0,68.0,86.33
1809,Tina Rose,female,True,1.0,54.0,55.0,50.0,100.0,77.0,61.0,78.0,56.67
1810,William Khan,male,False,16.0,87.0,80.0,85.0,60.0,96.0,81.0,83.0,82.67
1811,William Avery,male,False,28.0,100.0,75.0,72.0,79.0,61.0,94.0,82.0,89.67
1812,John Fuller,male,False,14.0,93.0,99.0,72.0,79.0,83.0,87.0,73.0,93.0
1813,Jeremy Coleman,male,False,25.0,99.0,70.0,89.0,86.0,92.0,65.0,64.0,78.0
1814,Laura Wright,female,False,16.0,99.0,99.0,90.0,63.0,63.0,77.0,60.0,91.67
1815,David Luna,male,False,28.0,76.0,80.0,89.0,74.0,61.0,86.0,93.0,80.67
1816,Christopher Jensen,male,False,15.0,92.0,100.0,83.0,74.0,73.0,66.0,83.0,86.0
1817,Luis Little,male,False,46.0,100.0,93.0,88.0,98.0,99.0,89.0,95.0,94.0
1818,Joseph Garcia,male,False,34.0,89.0,97.0,77.0,90.0,93.0,87.0,90.0,91.0
1819,Michael York,male,False,27.0,97.0,81.0,71.0,77.0,90.0,86.0,80.0,88.0
1820,Debbie Landry,female,True,28.0,99.0,63.0,97.0,90.0,99.0,99.0,100.0,87.0
1821,Michael Gordon,male,False,33.0,100.0,63.0,96.0,95.0,92.0,76.0,88.0,79.67
1822,Melissa Harris,female,False,12.0,86.0,87.0,72.0,66.0,94.0,78.0,94.0,83.67
1823,Jonathon Wilson,male,False,27.0,77.0,99.0,94.0,81.0,80.0,87.0,98.0,87.67
1824,Margaret Santos,female,False,15.0,86.0,96.0,67.0,76.0,74.0,66.0,69.0,82.67
1825,Hailey Arroyo,female,False,3.0,75.0,64.0,98.0,65.0,88.0,65.0,71.0,68.0
1826,Steven Webster,male,False,26.0,94.0,93.0,92.0,67.0,61.0,85.0,94.0,90.67
1827,Tina Harrison,female,False,35.0,94.0,88.0,87.0,97.0,93.0,86.0,94.0,89.33
1828,Andrew Nunez,male,False,20.0,89.0,92.0,75.0,85.0,65.0,81.0,69.0,87.33
1829,Renee Cruz,female,False,14.0,89.0,73.0,96.0,84.0,96.0,98.0,77.0,86.67
1830,Victoria Taylor,female,False,24.0,89.0,82.0,83.0,62.0,66.0,86.0,90.0,85.67
1831,Joseph Dixon,male,False,8.0,81.0,78.0,82.0,83.0,63.0,85.0,75.0,81.33
1832,Heather Gutierrez,female,False,19.0,93.0,73.0,67.0,100.0,63.0,92.0,86.0,86.0
1833,Cynthia Hodges,female,False,2.0,79.0,95.0,70.0,92.0,63.0,57.0,67.0,77.0
1834,Danielle Kelley,female,False,29.0,97.0,86.0,72.0,81.0,85.0,70.0,72.0,84.33
1835,Michael Mccall,male,False,14.0,78.0,66.0,92.0,61.0,98.0,76.0,99.0,73.33
1836,Dylan Edwards,male,False,19.0,83.0,60.0,95.0,68.0,33.0,62.0,73.0,68.33
1837,Franklin Riley,male,False,29.0,86.0,95.0,61.0,96.0,89.0,99.0,84.0,93.33
1838,Caitlin Duncan,female,False,2.0,87.0,78.0,74.0,75.0,95.0,69.0,99.0,78.0
1839,Robin Reeves,female,False,25.0,81.0,82.0,69.0,94.0,88.0,95.0,84.0,86.0
1840,Rebecca Gibbs,female,False,6.0,83.0,73.0,83.0,66.0,93.0,68.0,89.0,74.67
1841,Peter Santos,male,False,11.0,81.0,85.0,91.0,94.0,97.0,93.0,65.0,86.33
1842,Daryl Arnold,male,False,4.0,65.0,95.0,89.0,96.0,78.0,85.0,80.0,81.67
1843,Michael Davis,male,False,33.0,83.0,91.0,76.0,71.0,82.0,82.0,79.0,85.33
1844,Leslie Cox,female,False,22.0,98.0,79.0,87.0,86.0,98.0,85.0,85.0,87.33
1845,Jamie Carter,female,False,34.0,83.0,84.0,91.0,84.0,85.0,91.0,92.0,86.0
1846,Shane Payne,male,False,22.0,85.0,60.0,85.0,76.0,90.0,75.0,93.0,73.33
1847,Kimberly Haley,female,False,5.0,68.0,66.0,82.0,63.0,91.0,67.0,89.0,67.0
1848,George Duran,male,False,11.0,86.0,82.0,60.0,65.0,83.0,69.0,78.0,79.0
1849,Donald Carney,male,False,12.0,83.0,87.0,87.0,80.0,81.0,79.0,98.0,83.0
1850,Michelle Brown,female,False,35.0,92.0,92.0,99.0,87.0,100.0,88.0,97.0,90.67
1851,Elizabeth Hawkins,female,False,6.0,91.0,66.0,91.0,62.0,70.0,87.0,90.0,81.33
1852,Johnny Gomez,male,False,0.0,53.0,95.0,87.0,60.0,68.0,74.0,68.0,74.0
1853,Christopher Mcconnell,male,False,26.0,73.0,85.0,80.0,64.0,69.0,95.0,64.0,84.33
1854,Kyle Rodriguez,male,False,19.0,97.0,95.0,91.0,97.0,96.0,90.0,67.0,94.0
1855,Rhonda Cook,female,False,3.0,91.0,97.0,72.0,62.0,86.0,78.0,72.0,88.67
1856,Nathan Fitzpatrick,male,False,14.0,91.0,65.0,75.0,60.0,93.0,79.0,82.0,78.33
1857,John Mitchell,male,False,12.0,81.0,72.0,87.0,84.0,97.0,94.0,89.0,82.33
1858,Billy Compton,male,False,18.0,92.0,99.0,100.0,64.0,100.0,65.0,99.0,85.33
1859,Richard Chavez,male,False,4.0,85.0,53.0,95.0,76.0,61.0,88.0,82.0,75.33
1860,Victor Andrade,male,False,34.0,83.0,60.0,80.0,92.0,84.0,60.0,70.0,67.67
1861,Gregory Lee,male,False,21.0,92.0,85.0,78.0,87.0,64.0,79.0,74.0,85.33
1862,Alexandra Blackburn,female,False,5.0,80.0,88.0,94.0,60.0,65.0,63.0,91.0,77.0
1863,Kristopher Murray,male,False,16.0,87.0,81.0,69.0,82.0,70.0,62.0,66.0,76.67
1864,Wanda Pearson,female,False,31.0,88.0,61.0,95.0,91.0,99.0,64.0,90.0,71.0
1865,Denise Rose,female,True,1.0,41.0,83.0,54.0,87.0,97.0,65.0,69.0,63.0
1866,Andrew Reed,male,False,35.0,87.0,93.0,88.0,97.0,91.0,88.0,88.0,89.33
1867,David Castro,male,False,41.0,89.0,95.0,97.0,99.0,87.0,90.0,91.0,91.33
1868,Tim Duncan,male,True,1.0,89.0,53.0,77.0,96.0,76.0,63.0,90.0,68.33
1869,Joshua Walker,male,False,6.0,53.0,97.0,81.0,86.0,71.0,87.0,78.0,79.0
1870,Julie Rogers,female,False,30.0,92.0,88.0,99.0,92.0,89.0,66.0,76.0,82.0
1871,Gina Gilbert,female,False,32.0,85.0,84.0,66.0,66.0,78.0,98.0,69.0,89.0
1872,Miguel Nicholson,male,False,18.0,89.0,67.0,93.0,83.0,65.0,94.0,67.0,83.33
1873,Daniel Murray,male,False,2.0,98.0,92.0,82.0,56.0,71.0,79.0,89.0,89.67
1874,Lauren Ellis,female,False,5.0,66.0,52.0,71.0,76.0,67.0,72.0,60.0,63.33
1875,Bridget Martin,female,False,32.0,90.0,96.0,95.0,80.0,93.0,95.0,67.0,93.67
1876,Maureen Hart,female,True,18.0,84.0,93.0,74.0,76.0,95.0,90.0,64.0,89.0
1877,Sabrina Davis,female,False,27.0,88.0,81.0,73.0,70.0,60.0,95.0,68.0,88.0
1878,Richard Davis,male,False,9.0,66.0,61.0,97.0,61.0,60.0,61.0,98.0,62.67
1879,Angela Koch,female,False,15.0,86.0,63.0,82.0,61.0,96.0,98.0,83.0,82.33
1880,William Smith,male,False,1.0,60.0,72.0,66.0,95.0,67.0,78.0,94.0,70.0
1881,Catherine Coffey,female,False,2.0,41.0,59.0,69.0,70.0,100.0,65.0,72.0,55.0
1882,Christopher Pace,male,False,31.0,94.0,62.0,66.0,95.0,66.0,64.0,62.0,73.33
1883,Rachel Reeves,female,False,2.0,64.0,69.0,79.0,89.0,72.0,64.0,82.0,65.67
1884,Jillian Arroyo,female,True,2.0,99.0,97.0,87.0,93.0,79.0,83.0,94.0,93.0
1885,Patricia Douglas,female,True,5.0,46.0,53.0,92.0,71.0,90.0,76.0,81.0,58.33
1886,Brandon Butler,male,False,21.0,89.0,87.0,81.0,67.0,93.0,98.0,68.0,91.33
1887,Erica Valdez,female,False,12.0,83.0,79.0,87.0,66.0,78.0,93.0,82.0,85.0
1888,Alexis Byrd,female,True,0.0,51.0,55.0,87.0,51.0,77.0,87.0,65.0,64.33
1889,James Simpson,male,False,26.0,79.0,90.0,82.0,92.0,70.0,60.0,80.0,76.33
1890,Robert Campbell,male,False,15.0,97.0,73.0,64.0,95.0,71.0,68.0,78.0,79.33
1891,Nicole Smith,female,True,14.0,100.0,68.0,85.0,85.0,62.0,63.0,92.0,77.0
1892,Patricia Porter,female,False,9.0,70.0,99.0,60.0,79.0,71.0,79.0,75.0,82.67
1893,Brian Chan,male,False,19.0,70.0,66.0,90.0,74.0,100.0,96.0,81.0,77.33
1894,Katherine Norman,female,False,17.0,67.0,80.0,86.0,98.0,83.0,82.0,76.0,76.33
1895,Pamela Gomez,female,False,9.0,71.0,95.0,72.0,88.0,89.0,78.0,67.0,81.33
1896,Amy Morrow,female,False,14.0,87.0,64.0,68.0,60.0,81.0,75.0,67.0,75.33
1897,Luke Hernandez,male,False,3.0,80.0,79.0,94.0,74.0,83.0,83.0,61.0,80.67
1898,Roberto Rodriguez,male,True,22.0,94.0,80.0,72.0,90.0,60.0,78.0,94.0,84.0
1899,Carla Jackson,female,False,10.0,83.0,91.0,82.0,93.0,71.0,80.0,85.0,84.67
1900,Aaron Allen,male,True,1.0,63.0,69.0,57.0,60.0,80.0,92.0,62.0,74.67
1901,Wendy Burch,female,False,10.0,93.0,78.0,72.0,66.0,73.0,76.0,68.0,82.33
1902,Sarah Hansen,female,False,36.0,94.0,100.0,95.0,92.0,95.0,88.0,88.0,94.0
1903,Amy Dominguez,female,False,34.0,99.0,75.0,87.0,76.0,95.0,99.0,67.0,91.0
1904,Mark Jacobs,male,False,32.0,82.0,98.0,100.0,100.0,100.0,64.0,87.0,81.33
1905,Melissa Mendoza,female,False,28.0,95.0,82.0,100.0,60.0,77.0,95.0,80.0,90.67
1906,Bethany Thomas,female,True,3.0,55.0,92.0,59.0,78.0,61.0,83.0,60.0,76.67
1907,Michael Webb,male,False,32.0,90.0,90.0,82.0,64.0,75.0,82.0,93.0,87.33
1908,Gregory Cole,male,False,4.0,46.0,77.0,90.0,78.0,66.0,76.0,86.0,66.33
1909,Jeffrey Miller,male,False,21.0,91.0,100.0,98.0,96.0,66.0,87.0,65.0,92.67
1910,Rebecca Castillo,female,False,22.0,72.0,100.0,78.0,100.0,98.0,92.0,97.0,88.0
1911,Amanda Green,female,False,28.0,79.0,87.0,98.0,87.0,99.0,94.0,88.0,86.67
1912,Joseph Hess,male,False,35.0,85.0,90.0,96.0,95.0,95.0,88.0,90.0,87.67
1913,Kyle Novak,male,False,35.0,100.0,87.0,85.0,90.0,92.0,99.0,94.0,95.33
1914,Kara Coleman,female,False,16.0,96.0,70.0,65.0,63.0,97.0,97.0,98.0,87.67
1915,Daniel Martin,male,False,20.0,85.0,96.0,71.0,67.0,98.0,92.0,91.0,91.0
1916,Andrea Richards,female,False,27.0,90.0,82.0,98.0,61.0,92.0,67.0,80.0,79.67
